Province Code|Province Name|Regency/Municipality Code|Regency/Municipality Name|District Code|District Name|Village Code|Village Name|Population
||||||004|SELODAKON|5704
||||||005|DARUNGAN|12597
||||||006|MANGGISAN|10867
||||||007|PATEMON|10237
||||||008|KRAMAT SUKOHARJO|6269
||||190|BANGSALSARI|001|KARANGSONO|7305
||||||002|SUKOREJO|11464
||||||003|PETUNG|8522
||||||004|TISNOGAMBAR|11414
||||||005|LANGKAP|7611
||||||006|BANGSALSARI|15324
||||||007|GAMBIRONO|12610
||||||008|CURAH KALONG|15102
||||||009|TUGUSARI|12795
||||||010|BANJARSARI|4258
||||||011|BADEAN|7500
||||200|PANTI|001|KEMUNINGSARI LOR|6366
||||||002|GLAGAHWERO|4999
||||||003|SERUT|11829
||||||004|PANTI|10225
||||||005|PAKIS|6790
||||||006|SUCI|10728
||||||007|KEMIRI|8462
||||210|SUKORAMBI|001|JUBUNG|5786
||||||002|DUKUH MENCEK|7735
||||||003|SUKORAMBI|10855
||||||004|KARANGPRING|8348
||||||005|KELUNGKUNG|5226
||||220|ARJASA|001|KEMUNINGLLOR|7849
||||||002|DARSONO|6273
||||||003|ARJASA|8072
||||||004|BITING|5544
||||||005|CANDIJATI|4890
||||||006|KAMAL|5427
||||230|PAKUSARI|001|KERTOSARI|8906
||||||002|PAKUSARI|9158
||||||003|JATIAN|4758
||||||004|SUBO|2982
||||||005|SUMBER PINANG|7491
||||||006|BEDADUNG|3190
||||||007|PATEMON|5228
||||240|KALISAT|001|GAMBIRAN|5814
||||||002|PLALANGAN|9483
||||||003|AJUNG|8990
||||||004|GLAGAHWERO|7366
||||||005|SUMBER JERUK|4459
||||||006|GUMUKSARI|6355
||||||007|PATEMPURAN|5172
||||||008|KALISAT|12032
||||||009|SUMBER KETEMPAH|4818
||||||010|SUKORENO|4182
||||||011|SUMBER KALONG|3585
||||||012|SEBANEN|2706
||||250|LEDOKOMBO|001|SUREN|8617
||||||002|SUMBER SALAK|9296
||||||003|SUMBER BULUS|8484
||||||004|SUMBER LESUNG|6808
||||||005|LEMBENGAN|8191
||||||006|SUMBER ANGET|2411
||||||007|LEDOKOMBO|4324
||||||008|SLATENG|8630
||||||009|SUKOGIDRI|3588
||||||010|KARANG PAITON|2179
||||260|SUMBERJAMBE|001|RANDU AGUNG|6077
||||||002|CUMEDAK|7706
||||||003|GUNUNG MALANG|8104
||||||004|ROWOSARI|4697
||||||005|SUMBERJAMBE|6349
||||||006|SUMBER PAKEM|5932
||||||007|PLEREYAN|6786
||||||008|PRINGGONDANI|6352
||||||009|JAMBE ARUM|8123
||||270|SUKOWONO|001|SUMBERWARU|4761
||||||002|SUKOREJO|4363
||||||003|SUKOSARI|6737
||||||004|BALET BARU|6146
||||||005|SUMBER WRINGIN|6303
||||||006|MOJOGEMI|2634
||||||007|SUKOKERTO|3751
||||||008|SUKOWONO|10407
||||||009|DAWUHAN MANGLI|3516
||||||010|ARJASA|3279
||||||011|SUMBERDANTI|4418
||||||012|POCANGAN|2419
||||280|JELBUK|001|PANDUMAN|6765
||||||002|JELBUK|3914
||||||003|SUKOWIRYO|4732
||||||004|SUGER KIDUL|4402
||||||005|SUKO JEMBER|6207
||||||006|SUCO PANGEPOK|5942
||||710|KALIWATES|001|MANGLI|15842
||||||002|SEMPUSARI|10056
||||||003|KALIWATES|13294
||||||004|TEGAL BESAR|30280
||||||005|JEMBER KIDUL|19902
||||||006|KEPATIHAN|16189
||||||007|KEBON AGUNG|6298
||||720|SUMBERSARI|001|KERANJINGAN|14009
||||||002|WIROLEGI|12222
||||||003|KARANGREJO|16199
||||||004|KEBONSARI|28334
||||||005|SUMBERSARI|36071
||||||006|TEGAL GEDE|9197
||||||007|ANTIROGO|10247
||||730|PATRANG|001|GEBANG|25141
||||||002|JEMBER LOR|19017
||||||003|PATRANG|17411
||||||004|BARATAN|9940
||||||005|BINTORO|10166
||||||006|SLAWU|6174
||||||007|JUMERTO|2762
||||||008|BANJAR SENGON|3860
||10|BANYUWANGI|010|PESANGGARAN|001|SARONGAN|5613
||||||002|KANDANGAN|8464
||||||003|SUMBERAGUNG|13565
||||||004|PESANGGARAN|14074
||||||009|SUMBERMULYO|6696
||||011|SILIRAGUNG|001|BULUAGUNG|7464
||||||002|SILIRAGUNG|6844
||||||003|SENEPOREJO|6258
||||||004|KESILIR|9276
||||||005|BARUREJO|14548
||||020|BANGOREJO|001|SUKOREJO|7151
||||||002|RINGINTELU|6334
||||||003|SAMBIREJO|8142
||||||004|SAMBIMULYO|8035
||||||006|TEMUREJO|12726
||||||007|BANGOREJO|8610
||||||008|KEBONDALEM|8444
||||030|PURWOHARJO|001|GRAJAGAN|14155
||||||002|SUMBERASRI|6271
||||||003|GLAGAHAGUNG|7079
||||||004|KARETAN|2912
||||||005|BULUREJO|8168
||||||006|PURWOHARJO|9585
||||||007|SIDOREJO|6908
||||||008|KRADENAN|9891
||||040|TEGALDLIMO|001|PURWOASRI|4453
||||||002|KENDALREJO|4591
||||||003|KEDUNGASRI|7565
||||||004|KEDUNGWUNGU|7978
||||||005|TEGALDLIMO|8343
||||||006|WRINGINPITU|8279
||||||007|KEDUNGGEBANG|10290
||||||008|PURWOAGUNG|3823
||||||009|KALIPAIT|5854
||||050|MUNCAR|001|SUMBERBERAS|16747
||||||002|WRINGIN PUTIH|12457
||||||003|KEDUNGRINGIN|10579
||||||004|TAMBAKREJO|5717
||||||005|TAPANREJO|7509
||||||006|BLAMBANGAN|7402
||||||007|KEDUNGREJO|27279
||||||008|TEMBOKREJO|28775
||||||009|SUMBERSEWU|6324
||||||010|KUMENDUNG|6135
||||060|CLURING|001|SEMBULUNG|7739
||||||002|TAMPO|6887
||||||003|PLAMPANGREJO|8103
||||||004|KALIPLOSO|3652
||||||005|BENCULUK|12135
||||||006|CLURING|10120
||||||007|TAMANAGUNG|8035
||||||008|SRATEN|7183
||||||009|SARIMULYO|6195
||||070|GAMBIRAN|004|PURWODADI|6678
||||||005|JAJAG|14563
||||||006|WRINGIN AGUNG|7021
||||||007|WRINGINREJO|5535
||||||008|YOSOMULYO|10549
||||||009|GAMBIRAN|14066
||||071|TEGALSARI|001|KARANGDORO|11742
||||||002|KARANGMULYO|4991
||||||003|TEGALSARI|11376
||||||004|DASRI|6127
||||||005|TAMANSARI|5994
||||||006|TEGALREJO|5931
||||080|GLENMORE|001|KARANGHARJO|15169
||||||002|TULUNGREJO|16449
||||||003|SUMBERGONDO|6953
||||||004|BUMIHARJO|7565
||||||005|SEPANJANG|8819
||||||006|TEGALHARJO|10799
||||||007|MARGOMULYO|3717
||||090|KALIBARU|001|KEBONREJO|9708
||||||002|KALIBARU MANIS|9648
||||||003|BANYUANYAR|7751
||||||004|KALIBARU KULON|7218
||||||005|KALIBARU WETAN|13909
||||||006|KAJARHARJO|12948
||||100|GENTENG|001|KALIGONDO|12258
||||||002|SETAIL|14391
||||||003|GENTENG KULON|19266
||||||004|GENTENG WETAN|18756
||||||005|KEMBIRITAN|18452
||||110|SRONO|001|SUMBERSARI|8907
||||||002|KEPUNDUNGAN|5525
||||||003|KEBAMAN|14096
||||||004|SUKONATAR|4667
||||||005|BAGOREJO|11190
||||||006|REJOAGUNG|8682
||||||007|WONOSOBO|12439
||||||008|SUKOMAJU|7650
||||||009|PARIJATAH WETAN|7940
||||||010|PARIJATAH KULON|6113
||||120|ROGOJAMPI|001|ALIYAN|4999
||||||002|MANGIR|4196
||||||003|KALIGUNG|4102
||||||004|KARANGREJO|3098
||||||005|BOMO|5279
||||||006|GINTANGAN|6339
||||||007|GLADAG|5251
||||||008|BUBUK|4149
||||||009|KEDALEMAN|4451
||||||010|LEMAHBANG DEWO|2763
||||||011|ROGOJAMPI|10825
||||||012|KAOTAN|2445
||||||013|WATU KEBO|9693
||||||014|PATOMAN|4609
||||||015|BLIMBING SARI|4779
||||||016|KARANG BENDO|6815
||||||017|GITIK|2644
||||||018|PENGANTIGAN|5921
||||130|KABAT|001|BARENG|1537
||||||002|BUNDER|3890
||||||003|GOMBOLIRANG|2800
||||||004|BENELAN LOR|2760
||||||005|LABANASEM|3025
||||||006|PAKISTAJI|5768
||||||007|BADEAN|6949
||||||008|SUKOJATI|2873
||||||009|PONDOKNONGKO|3103
||||||010|DADAPAN|6083
||||||011|KEDAYUNAN|4895
||||||012|KABAT|4553
||||||013|MACAN PUTIH|7579
||||||014|TAMBONG|2579
||||||015|PENDARUNGAN|3559
||||||016|KALIREJO|5184
||||140|SINGOJURUH|001|GAMBOR|2760
||||||002|SINGOJURUH|6743
||||||003|ALAS MALANG|4299
||||||004|BENELAN KIDUL|4324
||||||005|LEMAHBANG KULON|3174
||||||006|SINGOLATREN|3971
||||||007|PADANG|3803
||||||008|CANTUK|4229
||||||009|GUMIRIH|3767
||||||010|KEMIRI|4430
||||||011|SUMBER BARU|3742
||||150|SEMPU|001|SEMPU|5379
||||||002|TEGALARUM|6202
||||||003|JAMBEWANGI|20084
||||||004|TEMUASRI|8545
||||||005|KARANGSARI|12896
||||||006|TEMUGURUH|9595
||||||007|GENDOH|8580
||||160|SONGGON|001|BEDEWANG|5508
||||||002|BALAK|5858
||||||003|BANGUNSARI|2992
||||||004|SONGGON|7869
||||||005|PARANGHARJO|3862
||||||006|SRAGI|8497
||||||007|SUMBER ARUM|5299
||||||008|SUMBER BULU|3503
||||||009|BAYU|6887
||||170|GLAGAH|006|PASPAN|3362
||||||007|GLAGAH|2342
||||||008|OLEHSARI|2414
||||||009|REJOSARI|2602
||||||010|BAKUNGAN|4649
||||||011|BANJARSARI|5990
||||||012|KEMIREN|2504
||||||013|TAMANSURUH|4155
||||||014|KENJO|1826
||||||018|KAMPUNGANYAR|4148
||||171|LICIN|001|PAKEL|2331
||||||002|KLUNCING|3233
||||||003|SEGOBANG|5201
||||||004|JELUN|2388
||||||005|GUMUK|2349
||||||006|BANJAR|2416
||||||007|LICIN|3845
||||||008|TAMANSARI|6115
||||180|BANYUWANGI|001|PAKIS|4396
||||||002|SOBO|7533
||||||003|KEBALENAN|7343
||||||004|PENGANJURAN|5458
||||||005|TUKANGKAYU|8411
||||||006|KERTOSARI|6437
||||||007|KARANGREJO|9332
||||||008|KEPATIHAN|4423
||||||009|PANDEREJO|4108
||||||010|SINGONEGARAN|5184
||||||011|TEMENGGUNGAN|2271
||||||012|KAMPUNG MELAYU|3039
||||||013|KAMPUNGMANDAR|3644
||||||014|LATENG|7990
||||||015|SINGOTRUNAN|8528
||||||016|PENGANTIGAN|5813
||||||017|SUMBERREJO|4869
||||||018|TAMAN BARU|7221
||||190|GIRI|001|JAMBESARI|3199
||||||002|BOYOLANGU|5013
||||||003|MOJOPANGGUNG|5452
||||||004|PENATABAN|5493
||||||005|GIRI|4408
||||||006|GROGOL|4945
||||200|KALIPURO|001|BULUSARI|3956
||||||002|PESUCEN|4044
||||||003|TELEMUNG|4501
||||||004|KELIR|4870
||||||005|KALIPURO|12776
||||||006|KLATAK|14172
||||||007|KETAPANG|16989
||||||008|GOMBENG SARI|7591
||||||009|BULUSAN|7279
||||210|WONGSOREJO|001|BANGSRING|5903
||||||002|BENGKAK|6572
||||||003|ALASBULU|9777
||||||004|WONGSOREJO|11207
||||||005|ALASREJO|5516
||||||006|SUMBERKENCONO|5024
||||||007|SIDOWANGI|3358
||||||008|SIDODADI|5289
||||||009|BAJULMATI|8483
||||||010|WATUKEBO|6758
||||||011|SUMBERANYAR|2495
||||||012|BIMOREJO|3925
||11|BONDOWOSO|010|MAESAN|001|SUCOLOR|5019
||||||002|PUJERBARU|4598
||||||003|TANAHWULAN|4017
||||||004|MAESAN|2874
||||||005|GAMBANGAN|2942
||||||006|SUGER LOR|3354
||||||007|SUMBERPAKEM|3157
||||||008|SUMBERSARI|6387
||||||009|SUMBERANYAR|3407
||||||010|PENANGGUNGAN|2893
||||||011|PAKUNIRAN|3728
||||||012|GUNUNGSARI|3448
||||020|GRUJUGAN|001|SUMBERPANDAN|1869
||||||002|PEKAUMAN|2249
||||||003|WANISODO|726
||||||004|DAWUHAN|3013
||||||005|KABUARAN|2414
||||||006|WONOSARI|4539
||||||007|DADAPAN|3886
||||||008|TAMAN|5260
||||||009|TEGALMIJIN|2564
||||||011|GRUJUGAN KIDUL|4960
||||||012|KEJAWAN|2901
||||030|TAMANAN|001|SUKOSARI|3960
||||||002|KARANGMELOK|2700
||||||003|MENGEN|3080
||||||004|KEMIRIAN|3397
||||||005|TAMANAN|6670
||||||006|WONOSUKO|4618
||||||007|KALIANYAR|4475
||||||008|SUMBERKEMUNING|3975
||||||009|SUMBERANOM|2746
||||031|JAMBESARI DARUS SHOLAH|001|SUMBERJERUK|2096
||||||002|PUCANG ANOM|3694
||||||003|JAMBEANOM|4642
||||||004|JAMBESARI|7293
||||||005|PEJAGAN|1839
||||||006|GRUJUGAN LOR|5868
||||||007|TEGALPASIR|1873
||||||008|PENGARANG|4399
||||||010|SUMBER ANYAR|2019
||||040|PUJER|001|SUKOKERTO|2921
||||||002|SUKOWONO|4779
||||||003|MASKUNING WETAN|3056
||||||004|MASKUNING KULON|4256
||||||005|ALASSUMUR|1896
||||||007|MENGOK|6054
||||||008|KEJAYAN|3788
||||||009|MANGLI|3342
||||||010|RANDUCANGKRING|2599
||||||011|PADASAN|1657
||||||012|SUKODONO|3252
||||050|TLOGOSARI|001|PAKISAN|6140
||||||002|TLOGOSARI|5956
||||||003|KEMBANG|6295
||||||004|GUNOSARI|6232
||||||005|TROTOSARI|2261
||||||006|SULEK|3881
||||||007|JEBUNG KIDUL|4594
||||||008|JEBUNG LOR|2435
||||||009|PATEMON|4054
||||||010|BRAMBANG DARUSSALAM|2185
||||060|SUKOSARI|001|PECALONGAN|3280
||||||006|NOGOSARI|3945
||||||007|SUKOSARI LOR|3680
||||||008|KERANG|4082
||||061|SUMBER WRINGIN|001|SUKOSARI KIDUL|4458
||||||002|TEGAL JATI|6535
||||||003|REJO AGUNG|5730
||||||004|SUKOREJO|6401
||||||005|SUMBER GADING|5287
||||||006|SUMBERWRINGIN|4534
||||070|TAPEN|001|WONOKUSUMO|4310
||||||002|MANGLI WETAN|2456
||||||003|GUNUNGANYAR|4141
||||||004|JURANGSAPI|5430
||||||005|CINDOGO|3307
||||||006|KALITAPEN|3770
||||||007|MRAWAN|2264
||||||008|TAAL|3010
||||||009|TAPEN|4384
||||080|WONOSARI|001|LOMBOK KULON|4695
||||||002|LOMBOK WETAN|2282
||||||003|TUMPENG|3301
||||||004|JUMPONG|1350
||||||005|TANGSIL WETAN|4927
||||||006|PASAREJO|2570
||||||007|BENDOARUM|3919
||||||008|KAPURAN|2720
||||||009|SUMBERKALONG|3725
||||||010|TRAKTAKAN|2007
||||||011|WONOSARI|4527
||||||012|PELALANGAN|2475
||||090|TENGGARANG|001|KONCER KIDUL|4881
||||||002|SUMBERSALAM|3756
||||||003|PEKALANGAN|3542
||||||004|KASEMEK|2310
||||||005|LOJAJAR|2529
||||||006|KAJAR|2983
||||||007|BATAAN|7570
||||||008|GEBANG|834
||||||009|DAWUHAN|2386
||||||010|TENGGARANG|3798
||||||011|TANGSIL KULON|3315
||||||012|KONCER DARUL AMAN|1970
||||100|BONDOWOSO|001|PANCORAN|6204
||||||002|SUKOWIRYO|4307
||||||003|KEMBANG|5677
||||||004|NANGKAAN|4889
||||||005|TAMANSARI|6938
||||||006|DABASAH|9121
||||||007|BADEAN|7827
||||||008|KOTAKULON|8146
||||||009|BLINDUNGAN|5534
||||||010|KADEMANGAN|7770
||||||011|PEJATEN|4550
||||110|CURAH DAMI|001|JETIS|4533
||||||002|PAKUWESI|2284
||||||003|KUPANG|1418
||||||004|PETUNG|3121
||||||005|PENAMBANGAN|3195
||||||006|CURAHPOH|3602
||||||007|CURAHDAMI|2497
||||||008|PONCOGATI|4098
||||||009|SUMBERSUKO|896
||||||011|SILOLEMBU|2245
||||||019|LOCARE|2007
||||||020|SUMBER SALAK|1480
||||111|BINAKAL|001|GADINGSARI|2649
||||||002|BINAKAL|1009
||||||003|SUMBER WARU|1505
||||||004|KEMBANGAN|995
||||||005|BARATAN|627
||||||006|JERUK SOKSOK|2907
||||||007|BENDELAN|1978
||||||008|SUMBER TENGAH|3503
||||120|PAKEM|001|ANDUNGSARI|2464
||||||002|K U P A N G|3428
||||||003|ARDISAENG|1783
||||||004|SUMBERDUMPYONG|1952
||||||005|GADINGSARI|4118
||||||006|P A K E M|3070
||||||007|PATEMON|2083
||||||008|P E T U N G|2454
||||130|WRINGIN|001|AMBULU|2071
||||||002|BUKOR|1963
||||||003|SUMBERMALANG|2680
||||||004|JAMBEWUNGU|1799
||||||005|GUBRIH|2634
||||||006|AMPELAN|2148
||||||007|BANYUWULU|4322
||||||008|JATITAMBAN|1992
||||||009|JATISARI|2584
||||||010|GLINGSERAN|2089
||||||011|BANYUPUTIH|3113
||||||012|WRINGIN|7915
||||||013|SUMBERCANTING|4113
||||140|TEGALAMPEL|001|KARANGANYAR|5200
||||||002|SEKARPUTIH|5551
||||||003|TEGALAMPEL|1667
||||||011|MANDIRO|3682
||||||012|TANGGULANGIN|2208
||||||013|KLABANG|2756
||||||014|KLABANG AGUNG|902
||||||015|PURNAMA|2517
||||141|TAMAN KROCOK|001|TREBUNGAN|1260
||||||002|PAGUAN|2153
||||||003|SUMBERKOKAP|2520
||||||004|TAMAN|3875
||||||005|GENTONG|2828
||||||006|KEMUNINGAN|1818
||||||007|KRETEK|1783
||||150|KLABANG|005|KARANGANYAR|1892
||||||006|BLIMBING|2122
||||||007|KARANG SENGON|1078
||||||008|WONOKERTO|485
||||||009|KLABANG|1708
||||||010|BESUK|2122
||||||011|KLAMPOKAN|969
||||||012|SUMBERSUKO|1541
||||||013|PANDAK|2064
||||||014|LEPRAK|2818
||||||015|WONOBOYO|1614
||||151|SEMPOL|001|SEMPOL|1794
||||||002|KALIANYAR|3236
||||||003|KALISAT|1789
||||||004|JAMPIT|1511
||||||005|SUMBER REJO|1192
||||||006|KALIGEDANG|1730
||||152|BOTOLINGGO|001|SUMBERCANTING|4054
||||||002|LANAS|3104
||||||003|PENANG|1500
||||||004|KLEKEAN|1486
||||||005|GAYAM|4461
||||||006|LUMUTAN|6096
||||||007|BOTOLINGGO|5690
||||||008|GAYAM LOR|2410
||||160|PRAJEKAN|002|TARUM|1811
||||||003|BANDILAN|5141
||||||004|SEMPOL|4305
||||||005|PRAJEKAN LOR|2601
||||||006|PRAJEKAN KIDUL|5334
||||||007|CANGKRING|2624
||||||008|WALIDONO|3300
||||170|CERMEE|001|SULING KULON|2820
||||||002|SOLOR|2448
||||||003|KLADI|2305
||||||004|BERCAK|2998
||||||005|CERMEE|6269
||||||006|SULING WETAN|3327
||||||007|RAMBAN WETAN|4481
||||||008|RAMBAN KULON|4266
||||||009|GRUJUGAN|1897
||||||010|BAJURAN|3064
||||||011|JIREK MAS|1635
||||||012|BATUSALANG|1670
||||||013|PELALANGAN|2001
||||||014|BATU AMPAR|1819
||||||015|BERCAK ASRI|2625
||12|SITUBONDO|010|SUMBERMALANG|001|ALAS TENGAH|2055
||||||002|BADERAN|1956
||||||003|TAMANKURSI|2142
||||||004|SUMBERARGO|1782
||||||005|KALIREJO|4184
||||||006|TAMAN SARI|3252
||||||007|TLOGOSARI|4767
||||||008|TAMAN|2177
||||||009|PLALANGAN|4004
||||020|JATIBANTENG|001|PATEMON|2306
||||||002|KEMBANGSARI|2658
||||||003|PATEGALAN|2798
||||||004|SEMAMBUNG|3482
||||||005|SUMBERANYAR|1495
||||||006|JATIBANTENG|4562
||||||007|WRINGINANOM|1937
||||||008|CURAHSURI|2609
||||030|BANYUGLUGUR|001|TEPOS|1209
||||||002|KALISARI|3462
||||||003|LUBAWANG|3422
||||||004|KALIANGET|9068
||||||005|TELEMPONG|811
||||||006|SELOBANTENG|1837
||||||007|BANYUGLUGUR|2634
||||040|BESUKI|001|BLORO|3960
||||||002|LANGKAP|2840
||||||003|BLIMBING|6355
||||||004|WIDORO PAYUNG|4447
||||||005|SUMBEREJO|2114
||||||006|JETIS|7536
||||||007|KALIMAS|4972
||||||008|DEMUNG|4363
||||||009|PESISIR|9669
||||||010|BESUKI|14955
||||050|SUBOH|001|CEMARA|2143
||||||002|MOJO DUNGKOL|1299
||||||003|GUNUNG PUTRI|3517
||||||004|GUNUNG MALANG|3112
||||||005|DAWUAN|2889
||||||006|SUBOH|3910
||||||007|BUDUAN|5021
||||||008|KETAH|4295
||||060|MLANDINGAN|001|SELOMUKTI|6231
||||||002|SUMBER PINANG|2896
||||||003|ALAS BAYUR|1487
||||||004|SUMBERANYAR|2946
||||||005|CAMPOAN|1726
||||||006|TREBUNGAN|3463
||||||007|MLANDINGAN KULON|3622
||||070|BUNGATAN|001|SELOWOGO|4257
||||||002|SUMBERTENGAH|3161
||||||003|PATEMON|2256
||||||004|PASIR PUTIH|3724
||||||005|BUNGATAN|4058
||||||006|BLETOK|3082
||||||007|MLANDINGAN WETAN|3879
||||080|KENDIT|001|RAJEKWESI|2109
||||||002|TAMBAK UKIR|3694
||||||003|BUGEMAN|3494
||||||004|KENDIT|5768
||||||005|BALUNG|4698
||||||006|KUKUSAN|2604
||||||007|KLATAKAN|5805
||||090|PANARUKAN|001|KILENSARI|12552
||||||002|PAOWAN|6472
||||||003|SUMBER KOLAK|13095
||||||004|WRINGIN ANOM|7124
||||||005|PELEYAN|3315
||||||006|ALAS MALANG|3648
||||||007|DUWET|2929
||||||008|GELUNG|3899
||||100|SITUBONDO|001|KALIBAGOR|3027
||||||002|KOTAKAN|5870
||||||003|DAWUHAN|14513
||||||004|PATOKAN|12088
||||||005|TALKANDANG|6267
||||||006|OLEAN|5089
||||110|MANGARAN|001|TREBUNGAN|6826
||||||002|MANGARAN|4500
||||||003|TANJUNG KAMAL|6504
||||||004|TANJUNG GLUGUR|3824
||||||005|TANJUNG PECINAN|6670
||||||006|SEMIRING|3613
||||120|PANJI|001|SLIWUNG|1850
||||||002|ARDIREJO|3549
||||||003|BATTAL|2735
||||||004|KLAMPOKAN|3022
||||||005|JUGLANGAN|3265
||||||006|PANJI KIDUL|3746
||||||007|PANJI LOR|2847
||||||008|MIMBAAN|27797
||||||009|CURAH JERU|9549
||||||010|TOKELAN|1830
||||||011|TENGGIR|5420
||||||012|KAYU PUTIH|2676
||||130|KAPONGAN|001|KANDANG|3637
||||||002|CURAH COTOK|1570
||||||003|PELEYAN|3283
||||||004|WONOKOYO|2786
||||||005|SELETRENG|7728
||||||006|LANDANGAN|2914
||||||007|KAPONGAN|1856
||||||008|KESAMBI RAMPAK|4661
||||||009|GEBANGAN|4133
||||||010|POKAAN|4422
||||140|ARJASA|001|CURAH TATAL|7273
||||||002|JATISARI|8791
||||||003|KAYUMAS|5708
||||||004|BAYEMAN|1773
||||||005|KETOWAN|5108
||||||006|KEDUNGDOWO|3100
||||||007|LAMONGAN|3821
||||||008|ARJASA|4134
||||150|JANGKAR|001|SOPET|8861
||||||002|CURAH KALAK|2678
||||||003|PALANGAN|4902
||||||004|JANGKAR|8516
||||||005|GADINGAN|1747
||||||006|KUMBANGSARI|2903
||||||007|PESANGGRAHAN|2575
||||||008|AGEL|4139
||||160|ASEMBAGUS|001|MOJOSARI|3778
||||||002|KERTOSARI|4415
||||||003|KEDONGLO|4160
||||||004|BANTAL|4870
||||||005|AWAR-AWAR|3916
||||||006|PERANTE|4043
||||||007|TRIGONCO|5656
||||||008|ASEMBAGUS|6586
||||||009|GUDANG|4418
||||||010|WRINGIN ANOM|5414
||||170|BANYUPUTIH|001|BANYUPUTIH|4795
||||||002|SUMBEREJO|18958
||||||003|SUMBERANYAR|15726
||||||004|SUMBERWARU|8229
||||||005|WONOREJO|6559
||13|PROBOLINGGO|010|SUKAPURA|001|NGADISARI|1548
||||||002|SARIWANI|1525
||||||003|KEDASIH|1735
||||||004|PAKEL|1711
||||||005|NGEPUNG|1912
||||||006|SUKAPURA|3695
||||||007|SAPIKEREP|2722
||||||008|WONOKERTO|1260
||||||009|NGADIREJO|1480
||||||010|NGADAS|678
||||||011|JETAK|577
||||||012|WONOTORO|728
||||020|SUMBER|001|LEDOKOMBO|2385
||||||002|PANDANSARI|4464
||||||003|SUMBERANOM|1611
||||||004|WONOKERSO|2337
||||||005|GEMITO|2430
||||||006|TUKUL|2645
||||||007|SUMBER|5037
||||||008|CEPOKO|3709
||||||009|RAMBAAN|1520
||||030|KURIPAN|001|WONOASRI|2392
||||||002|JATISARI|4480
||||||003|KEDAWUNG|5983
||||||004|KARANGREJO|1468
||||||005|RESONGO|6080
||||||006|WRINGINANOM|4871
||||||007|MENYONO|3980
||||040|BANTARAN|001|KARANGANYAR|3242
||||||002|BANTARAN|3963
||||||003|GUNUNGTUGEL|4017
||||||004|KEDUNGREJO|5423
||||||005|BESUK|3276
||||||006|PATOKAN|2873
||||||007|LEGUNDI|4141
||||||008|TEMPURAN|3414
||||||009|KROPAK|4011
||||||010|KRAMATAGUNG|6281
||||050|LECES|001|TIGASAN KULON|3249
||||||002|TIGASAN WETAN|6942
||||||003|MALASAN KULON|2762
||||||004|LECES|6025
||||||005|PONDOKWULUH|5698
||||||006|KERPANGAN|5542
||||||007|SUMBERKEDAWUNG|11022
||||||008|CLARAK|2175
||||||009|JORONGAN|8820
||||||010|WARUJINGGO|2468
||||060|TEGALSIWALAN|001|MALASANWETAN|2852
||||||002|GUNUNGBEKEL|1839
||||||003|TEGALSONO|2526
||||||004|BULUJARANKIDUL|2500
||||||005|BULUJARANLOR|3070
||||||006|PARAS|3222
||||||007|TEGALSIWALAN|5010
||||||008|BANJARSAWAH|3761
||||||009|SUMBERBULU|3454
||||||010|SUMBERKLEDUNG|2445
||||||011|BLADUKULON|4603
||||||012|TEGALMOJO|939
||||070|BANYUANYAR|001|GUNUNGGENI|6082
||||||002|LIPRAK KIDUL|5723
||||||003|SENTULAN|2336
||||||004|GADING KULON|3785
||||||005|KLENANG KIDUL|3525
||||||006|KLENANG LOR|3176
||||||007|TAROKAN|3465
||||||008|LIPRAK WETAN|4391
||||||009|LIPRAK KULON|5161
||||||010|BANYUANYAR KIDUL|3037
||||||011|BLADO WETAN|2884
||||||012|BANYUANYAR TENGAH|2674
||||||013|PENDIL|4498
||||||014|ALASSAPI|1469
||||080|TIRIS|001|TLOGOSARI|3484
||||||002|ANDUNGSARI|2619
||||||003|TLOGOARGO|2041
||||||004|ANDUNGBIRU|4154
||||||005|TIRIS|4945
||||||006|RANUAGUNG|6318
||||||007|SEGARAN|2582
||||||008|RANUGEDANG|4278
||||||009|JANGKANG|3175
||||||010|WEDUSAN|3391
||||||011|RACEK|4259
||||||012|PESAWAHAN|5407
||||||013|PEDAGANGAN|5326
||||||014|REJING|4967
||||||015|TEGALWATU|3607
||||||016|TULUPARI|2851
||||090|KRUCIL|001|SUMBERDUREN|3617
||||||002|ROTO|4807
||||||003|KERTOSUKO|4546
||||||004|TAMBELANG|5613
||||||005|KRUCIL|5331
||||||006|BERMI|4013
||||||007|KALIANAN|4180
||||||008|WATUPANJANG|2431
||||||009|GUYANGAN|1829
||||||010|BETEK|5473
||||||011|KROBUNGAN|3158
||||||012|SENENG|3089
||||||013|PANDANLARAS|1535
||||||014|PLAOSAN|2746
||||100|GADING|001|CONDONG|4626
||||||002|JURANGJERO|2714
||||||003|RANUWURUNG|2421
||||||004|GADINGWETAN|1466
||||||005|BULUPANDAK|520
||||||006|KEBEN|868
||||||007|RENTENG|781
||||||008|DUREN|1653
||||||009|BETEKTAMAN|2117
||||||010|BATUR|3140
||||||011|SENTUL|1769
||||||012|DANDANG|1862
||||||013|KERTOSONO|3176
||||||014|PRASI|3047
||||||015|NOGOSAREN|2994
||||||016|WANGKAL|6899
||||||017|MOJOLEGI|2620
||||||018|KALIACAR|4009
||||||019|SUMBERSECANG|1431
