Province Code|Province Name|Regency/Municipality Code|Regency/Municipality Name|District Code|District Name|Village Code|Village Name|Population
||||||007|KAMPUH|2988
||||||008|BANTAI|4319
||||||009|MAJEL|2484
||||140|PARINDU|001|MARITA|1870
||||||002|EMBALA|3205
||||||003|PANDU RAYA|1816
||||||004|MAJU KARYA|1895
||||||005|GUNAM|812
||||||006|SUKA GRUNDI|1078
||||||007|SUKA MULYA|2414
||||||008|PALEM JAYA|2054
||||||009|PUSAT DAMAI|6115
||||||010|SEBARA|1541
||||||011|HIBUN|2560
||||||012|RAHAYU|2421
||||||013|MARIGIN JAYA|2652
||||||014|DOSAN|1993
||||150|TAYAN HILIR|001|LALANG|1431
||||||002|KAWAT|2880
||||||003|PULAU TAYAN UTARA|2407
||||||004|PEDALAMAN|3806
||||||005|TANJUNG BUNUT|1968
||||||006|SEBEMBAN|862
||||||007|BEGINJAN|1860
||||||008|SUNGAI JAMAN|3143
||||||009|EMBERAS|1392
||||||010|MELUGAI|1401
||||||011|CEMPEDAK|1881
||||||012|SEJOTANG|1682
||||||013|SUBAH|1793
||||||014|TEBANG BENUA|1363
||||||015|BALAI INGIN|2121
||||160|BALAI|001|SEMONCOL|1715
||||||002|MAK KAWING|1683
||||||003|CUWET|1275
||||||004|BULU BALA|2442
||||||005|TEMIANG TABA|1711
||||||006|SENYABANG|1822
||||||007|KEBADU|2401
||||||008|HILIR|2994
||||||009|TEMIANG MALI|1577
||||||010|TAE|1468
||||||011|PADI KAYE|1631
||||||012|EMPIRANG UJUNG|1560
||||170|TAYAN HULU|001|MENYABO|2387
||||||002|BINJAI|3743
||||||003|PANDAN SEMBUAT|3898
||||||004|KEDAKAS|1823
||||||005|SOSOK|9496
||||||006|PERUAN DALAM|2453
||||||007|MANDONG|1444
||||||008|JANJANG|1646
||||||009|RIYAI|1390
||||||010|BERAKAK|1438
||||||011|ENGKASAN|1362
||||180|KEMBAYAN|001|SEBUDUH|2094
||||||002|KELOMPU|3205
||||||003|TANAP|1968
||||||004|MOBUI|1643
||||||005|SEJUAH|2156
||||||006|TANJUNG MERPATI|4998
||||||007|SEBONGKUH|1517
||||||008|KUALA DUA|2362
||||||009|TUNGGAL BHAKTI|1618
||||||010|SEMAYANG|2578
||||||011|TANJUNG BUNGA|1657
||||190|BEDUWAI|001|SEI ILAI|2731
||||||002|BERENG BERKAWAT|1721
||||||003|KASROMEGO|2683
||||||004|THANG RAYA|1652
||||||005|MAWANG MUDA|1957
||||200|NOYAN|001|EMPOTO|1843
||||||002|IDAS|1707
||||||003|SEI DANGIN|2855
||||||004|SEMONGAN|1773
||||||005|NOYAN|1695
||||210|SEKAYAM|001|SOTOK|2227
||||||002|PENGADANG|2277
||||||003|KENAMAN|1954
||||||004|RAUT MUARA|2566
||||||005|ENGKAHAN|2126
||||||006|BALAI KARANGAN|8098
||||||007|BUNGKANG|2548
||||||008|LUBUK SABUK|2600
||||||009|MALENGGANG|3112
||||||010|SEI TEKAM|2131
||||220|ENTIKONG|001|NEKAN|2195
||||||002|SEMANGET|2195
||||||003|ENTIKONG|6628
||||||004|PALAPASANG|875
||||||005|SURUH TEMBAWANG|2665
||06|KETAPANG|010|KENDAWANGAN|001|AIR HITAM BESAR|2167
||||||002|KENDAWANGAN KANAN|1370
||||||003|BANGKAL SERAI|1012
||||||004|BANJAR SARI|3481
||||||005|KENDAWANGAN KIRI|7691
||||||006|PANGKALAN BATU|969
||||||007|SUKA HARAPAN|778
||||||008|SUKA DAMAI|834
||||||009|SELIMATAN JAYA|1094
||||||010|DANAU BUNTAR|1116
||||||011|MEKAR UTAMA|4707
||||||012|PEMBEDILAN|1402
||||||013|AIR HITAM HULU|1768
||||||014|NATAI KUINI|533
||||||015|KERAMAT JAYA|1152
||||||016|SERIAM|558
||||||017|KEDONDONG|624
||||||018|SUNGAI JELAYAN|552
||||||019|AIR TARAP|697
||||020|MANIS MATA|001|SUKA RAMAI|1127
||||||002|MANIS MATA|2052
||||||003|SUAK BURUNG|2115
||||||004|AIR DEKAKAH|879
||||||005|SILAT|1552
||||||006|TERUSAN|1413
||||||007|KEMUNING|524
||||||008|KELAMPAI|803
||||||009|BUKIT GAJAH|477
||||||010|LEMBAH MUKTI|656
||||||011|ASAM BESAR|2887
||||||012|BATU SEDAU|1223
||||||013|JAMBI|674
||||||014|SEGULING|1387
||||||015|KALIMANTAN|450
||||||016|PELEMPANGAN|654
||||||017|SENGKUANG MERABONG|686
||||||018|PAKIT SELABA|693
||||||019|SUNGAI BULUH|590
||||||020|MEKAR JAYA|440
||||||021|RATU ELOK|3345
||||030|MARAU|009|KARYA BARU|1055
||||||016|RUNJAI JAYA|689
||||||017|SUKA KARYA|1681
||||||018|BELABAN|2056
||||||019|RANDAI|1346
||||||020|RIAM BATU GADING|1513
||||||021|BATU PAYUNG DUA|1195
||||||022|BANTAN SARI|1033
||||||023|PELANJAU JAYA|772
||||||024|RANGKUNG|561
||||031|SINGKUP|001|SUKASARI|833
||||||002|SUKARAJA|1311
||||||003|BUKIT KELAMBING|586
||||||004|MUNTAI|512
||||||005|SUKAHARJA|1011
||||||006|SUKAMULYA|912
||||||007|TANAH HITAM|512
||||||008|PANTAI KETIKAL|477
||||032|AIR UPAS|001|MEMBULUH BARU|1469
||||||002|GAHANG|972
||||||003|AIR UPAS|7788
||||||004|AIR DURIAN JAYA|616
||||||005|SARI BEKAYAS|854
||||||006|BANDA SARI|929
||||||007|SUKARIA|964
||||||008|HARAPAN BARU|2247
||||||009|MEKAR JAYA|781
||||040|JELAI HULU|001|BIKU SARANA|889
||||||002|PENYARANG|532
||||||003|PERIANGAN|1606
||||||004|TANGGERANG|1825
||||||005|KESUMA JAYA|626
||||||006|SEMANTUN|972
||||||007|RIAM DANAU KANAN|1281
||||||008|LIMPANG|937
||||||009|PASIR MAYANG|569
||||||010|TEBING BERSERI|461
||||||011|RANGGA INTAN|333
||||||012|DERANUK|1590
||||||013|PANGKALAN SUKA|735
||||||014|TELUK RUNJAI|794
||||||015|ASAM JELAI|569
||||||016|AIR DUA|687
||||||017|SIDAHARI|233
||||||018|KARANG DANGIN|293
||||||019|KUSIK BATU LAPU|716
||||050|TUMBANG TITI|001|NANGA KELAMPAI|844
||||||002|PEMUATAN JAYA|1196
||||||003|KALIMAS BARU|1168
||||||004|BELABAN TUJUH|986
||||||005|MAHAWA|1708
||||||006|SERENGKAH|874
||||||007|NATAI PANJANG|1508
||||||008|TUMBANG TITI|2828
||||||009|BATU TAJAM|609
||||||010|SENGKAHARAK|664
||||||022|SEGAR WANGI|1684
||||||023|PETEBANG JAYA|591
||||||024|AUR GADING|1179
||||||025|BERINGIN RAYO|938
||||||026|TITI BARU|2020
||||||027|TANJUNG BEULANG|362
||||||028|BATU BERANSAH|433
||||||029|SERENGKAH KANAN|522
||||||030|SEPAUHAN JAYA|549
||||||031|JUNGKAL|866
||||||032|JELAYAN|452
||||||033|SUKA DAMAI|244
||||||034|TANJUNG MALOI|283
||||||035|PENGATAPAN RAYA|778
||||051|PEMAHAN|001|LALANG PANJANG|636
||||||002|PEBIHINGAN|1981
||||||003|SEMAYOK BARU|906
||||||004|MUARA GERUNGGANG|601
||||||005|USAHA BARU|322
||||052|SUNGAI MELAYU RAYAK|001|KEPULUK|940
||||||002|SUKA MULYA|719
||||||003|SUNGAI MELAYU BARU|1520
||||||004|BERINGIN JAYA|778
||||||005|PIANSAK|1268
||||||006|JAIRAN JAYA|993
||||||007|KARYA MUKTI|1054
||||||008|SUNGAI MELAYU JAYA|819
||||||009|SEI MELAYU|2140
||||||010|MEKAR JAYA|861
||||||011|MAKMUR ABADI|558
||||060|MATAN HILIR SELATAN|001|SUNGAI NANJUNG|2839
||||||002|PESAGUAN KANAN|4564
||||||003|PESAGUAN KIRI|2979
||||||004|SUNGAI BAKAU|2695
||||||005|PEMATANG GADUNG|2839
||||||006|SUNGAI BESAR|3354
||||||007|SUNGAI PELANG|4617
||||||008|SUNGAI JAWI|2850
||||||009|KEMUNING BIUTAK|1267
||||||010|HARAPAN BARU|2101
||||||011|PAGAR MENTIMUN|423
||||061|BENUA KAYONG|001|PADANG|3236
||||||002|TUAN TUAN|4329
||||||003|NEGERI BARU|2403
||||||004|MULIA KERTA|6493
||||||005|SUNGAI KINJIL|1971
||||||006|KAUMAN|5457
||||||007|BARU|2996
||||||008|SUKA BARU|2140
||||||009|BANJAR|1066
||||||010|MEKAR SARI|2676
||||||011|KINJIL PESISIR|2398
||||070|MATAN HILIR UTARA|012|SUNGAI PUTRI|2474
||||||014|TANJUNG BAIK BUDI|3667
||||||015|KUALA TOLAK|3851
||||||016|KUALA SATONG|2217
||||||017|LAMAN SATONG|2530
||||071|DELTA PAWAN|001|KANTOR|5682
||||||002|MULIA BARU|9815
||||||003|TENGAH|7208
||||||004|SAMPIT|13239
||||||005|SUKAHARJA|11860
||||||006|KALI NILAM|8845
||||||007|SUKABANGUN|6761
||||||008|PAYA KUMANG|5125
||||||009|SUKABANGUN DALAM|2974
||||072|MUARA PAWAN|001|SUNGAI AWAN KANAN|3364
||||||002|SUNGAI AWAN KIRI|3164
||||||003|TEMPURUKAN|1847
||||||004|TANJUNG PURA|772
||||||005|ULAK MEDANG|539
||||||006|MAYAK|912
||||||007|TANJUNG PASAR|917
||||||008|SUKA MAJU|1594
||||090|NANGA TAYAP|001|SUNGAI KELIK|3471
||||||002|LEMBAH HIJAU II|794
||||||003|LEMBAH HIJAU I|773
||||||004|NANGA TAYAP|3914
||||||005|SIANTAU RAYA|1892
||||||006|BATUMAS|1122
||||||007|BETENUNG|2503
||||||008|PANGKALAN SUKA|1006
||||||009|PANGKALAN TELOK|2802
||||||010|SEBADAK RAYA|1482
||||||011|SIMPANG TIGA SEMBELANGAAN|1732
||||||012|MENSUBANG|1340
||||||013|TAJOK KAYONG|924
||||||014|KAYONG UTARA|493
||||||015|KAYONG HULU|1312
||||||016|SEPAKAT JAYA|1241
||||||017|CEGOLAK|380
||||||018|PATEH BENTENG|309
||||100|SANDAI|001|PENJAWAAN|1905
||||||002|SANDAI|6516
||||||003|MUARA JEKAK|2241
||||||004|PETAI PATAH|2582
||||||005|RANDAU JUNGKAL|1564
||||||009|RANDAU|1015
||||||011|SANDAI KIRI|4775
||||||012|DEMIT|1064
||||||013|JAGO BERSATU|396
||||||014|PENDAMAR INDAH|835
||||||015|MERIMBANG JAYA|1113
||||||016|ALAM PAKUAN|468
||||101|HULU SUNGAI|001|MENYUMBUNG|1948
||||||002|SENDURUHAN|1234
||||||003|CINTA MANIS|867
||||||004|BEGINCI DARAT|490
||||||005|BENUA KRIO|1450
||||||006|RIAM DADAP|450
||||||007|SEKUKUN|735
||||||008|BATU LAPIS|535
||||||009|KRIO HULU|1472
||||||010|KENYABUR|665
||||||011|SUNGE BENGARAS|1327
||||||012|LUBUK KAKAP|380
||||110|SUNGAI LAUR|001|SEMPURNA|1479
||||||002|RIAM BUNUT|1252
||||||003|BENGARAS|833
||||||004|SUKARAMAI|849
||||||005|SEPOTONG|1288
||||||006|TANJUNG BERINGIN|739
||||||007|BAYUNSARI|682
||||||008|HARAPAN BARU|744
||||||009|RANDAU LIMAT|714
||||||010|TANJUNG MAJU|507
||||||011|SUNGAI DAKA|1535
||||||012|MEKAR HARAPAN|701
||||||013|SINAR KURI|410
||||||014|TELUK BAYUR|2278
||||||015|SELANGKUT RAYA|877
||||||016|LANJUT MEKAR SARI|396
||||||017|KEPARI|716
||||||018|TELUK MUTIARA|702
||||120|SIMPANG HULU|004|KUALAN HILIR|2946
||||||005|SEKUCING LABAI|2244
||||||006|BALAI PINANG|4153
||||||007|SEMANDANG KIRI|2183
||||||008|SEMANDANG HULU|1329
||||||009|MERAWA|2238
||||||010|KUALAN TENGAH|3373
||||||011|KUALAN HULU|2232
||||||012|PAOH CONCONG|1336
||||||013|LEGONG|668
||||||014|KENANGA|1314
||||||015|SEKUCING KUALAN|841
||||||016|BALAI PINANG HULU|1623
||||||017|LABAI HILIR|1367
||||121|SIMPANG DUA|001|MEKAR RAYA|1205
||||||002|GEMA|1570
||||||003|SEMANDANG KANAN|3035
||||||004|KAMPAR SEBOMBAN|1307
||||||005|BATU DAYA|390
||07|SINTANG|060|SERAWAI|001|BARAS NABUN|603
||||||002|NANGA JELUNDUNG|720
||||||003|NANGA RIYOI|1012
||||||004|BUNTUT PONTE|231
||||||005|NANGA SEGULANG|791
||||||006|NANGA MENTATAI|1017
||||||007|NANGA SERAWAI|5296
||||||008|BEDAHA|682
||||||009|BEGORI|1409
||||||010|PAGAR LEBATA|485
||||||011|TONTANG|1221
||||||012|KARYA JAYA|613
||||||013|TANJUNG RAYA|969
||||||014|TAHAI PERMAI|858
||||||015|MERAKO JAYA|1234
||||||016|SAWANG SENGHIANG|887
||||||017|TUNAS HARAPAN|325
||||||018|TELUK HARAPAN|576
||||||019|GURUNG SENGHIANG|485
||||||020|TANJUNG HARAPAN|565
||||||021|RANTAU MALAM|542
||||||022|MENTAJOI|483
||||||023|NANGA BIHE|394
||||||024|NANGA TEKUNGAI|524
||||070|AMBALAU|001|BUNTUT SABON|1297
||||||002|NANGA MENAKON|583
||||||003|NANGA KESANGE|862
||||||004|NANGA KEMANGAI|2100
||||||005|NANGA AMBALAU|1443
||||||006|NANGA SAKE|991
||||||007|TANJUNG ANDAN|995
||||||008|BUNTUT PIMPIN|904
||||||009|KEPALA JUNGAI|1041
||||||010|NANGA KEREMOI|662
||||||011|NANGA MENANTAK|616
||||||012|BUNTUT PURUN|501
||||||013|NANGA SAKAI|872
||||080|KAYAN HULU|001|NANGA PAYAK|840
||||||002|TANJUNG BUNGA|1077
||||||003|NANGA TEBIDAH|866
||||||004|ENTOGONG|1094
||||||005|NANGA TONGGOI|610
||||||006|TANJUNG LALAU|510
||||||007|LINTANG TAMBUK|1221
||||||008|NANGA MASAU|928
||||||009|NANGA ABAI|970
||||||010|NANGA UNGAI|1210
||||||011|NANGA TORAN|798
||||||012|RIAM PANJANG|1362
||||||013|NANGA LAAR|731
||||||014|RIAM MUNTIK|589
||||||015|MERAHAU PERMAI|479
||||||016|EMPONYANG|406
||||||017|LANDAU BARA|807
||||||018|TOPAN NANGA|541
||||||019|MAPAN JAYA|327
||||||020|TONAK GONEH|99
||||||021|EMPAKAN|643
||||||022|TANAH MERAH|891
||||||023|MERAH ARAI|618
||||||024|TAPANG MENUA|670
||||||025|NANGKAK LESTARI|897
||||||026|NANGA ORAN|867
||||||027|BULUH MERINDU|696
||||||028|KERAPUK JAYA|799
||||||029|TANJUNG MIRU|308
||||110|SEPAUK|001|NANGA PARI|1257
||||||002|BERNAYAU|1534
||||||003|SINAR PEKAYAU|2460
||||||004|SEKUBANG|1827
||||||005|NANGA LIBAU|1746
||||||006|SEKUJAM TIMBAI|2065
||||||007|SEMUNTAI|1774
||||||008|SIRANG SETAMBANG|1504
||||||009|MAIT HILIR|1225
||||||010|LENGKENAT|1546
||||||011|MANIS RAYA|2251
||||||012|KENYAUK|1690
||||||013|NANGA SEPAUK|1453
||||||014|TANJUNG RIA|2975
||||||015|TEMIANG KAPUAS|615
||||||016|ENSABANG|1308
||||||017|BULUH KUNING|968
||||||018|TEMAWANG MUNTAI|1810
||||||019|TAWANG SARI|1512
||||||020|GERNIS JAYA|850
||||||021|PAOH BENUA|1190
||||||022|BEDAYAN|2016
||||||023|TANJUNG HULU|1676
||||||024|SUNGAI RAYA|1256
||||||025|LANDAU PANJANG|1108
||||||026|BANGUN|670
||||||027|SUKAN BERSATU|952
||||||028|KEMANTAN|783
||||||029|PENINGSUNG|897
||||||030|SEPULUT|798
||||||031|TEMAWANG BULAI|839
||||||032|SUNGAI SEGAK|991
||||||033|TANJUNG BALAI|861
||||120|TEMPUNAK|001|BENUA KENCANA|920
||||||002|MERTI JAYA|1080
||||||003|GURUNG MALI|593
||||||004|KUALA TIGA|1087
||||||005|PULAU JAYA|1494
||||||006|PANGKAL BARU|1447
||||||007|TINUM BARU|1091
||||||008|BENUA BARU|827
||||||009|KENYABUR BARU|1372
||||||010|PAGAL BARU|1186
||||||011|REPAK SARI|859
||||||012|MENGKURAT BARU|1017
||||||013|PARIBANG BARU|1606
||||||014|SUKA JAYA|1284
||||||015|BALAI HARAPAN|1072
||||||016|NANGA TEMPUNAK|1566
||||||017|TANJUNG PERADA|1519
||||||018|MENSIAP BARU|1807
||||||019|RIAM BATU|823
||||||020|SUNGAI BULUH|765
||||||021|JAYA MENTARI|1035
||||||022|KUPAN JAYA|762
||||||023|PUDAU BERSATU|684
||||||024|TEMPUNAK KAPUAS|964
||||130|SUNGAI TEBELIAN|001|PENJERNANG|254
||||||002|SARAI|616
||||||003|MELAYANG SARI|864
||||||004|LEBAK UBAH|1494
||||||005|RARAI|1440
||||||006|BONET LAMA|1698
||||||007|BONET ENGKABANG|448
||||||008|BAYA BETONG|949
||||||009|NOBAL|835
||||||010|SOLAM RAYA|2169
||||||011|MERARAI DUA|2294
||||||012|PEREMBANG|1275
||||||013|BANCOH|1472
||||||014|GURUNG KEMPADIK|1204
||||||015|KAJANG BARU|1261
||||||016|MERARAI SATU|3177
||||||017|MANTER|2022
||||||018|RANSI DAKAN|925
||||||019|SUNGAI UKOI|3523
||||||020|PENJERNANG HULU|643
||||||021|RIAM KIJANG|581
||||140|SINTANG|001|TERTUNG|799
||||||002|MUNGGUK BANTOK|1039
||||||003|TANJUNG PURI|13188
||||||004|BANING KOTA|6203
||||||005|LADANG|3891
||||||006|KAPUAS KANAN HULU|13864
||||||007|KAPUAS KANAN HILIR|7851
||||||008|KAPUAS KIRI HILIR|2022
||||||009|KAPUAS KIRI HULU|4332
||||||010|TELOK KELANSAM|582
||||||011|SUNGAI ANA|3177
||||||012|MARTI GUNA|1142
||||||013|TANJUNG KELANSAM|432
||||||014|ANGGAH JAYA|492
||||||015|LALANG BARU|396
||||150|DEDAI|001|LUNDANG BARU|1551
||||||002|GANDIS|2428
||||||003|SUNGAI MALI|1967
||||||004|NANGA DEDAI|1220
||||||005|PENYAK LALANG|909
||||||006|PENGKADAN SUNGAI RUPA|1243
||||||007|KUMPANG|1052
||||||008|BARAS|1609
||||||009|RIGUK|645
||||||010|PENGKADAN BARU|1683
||||||011|NANGA JETAK|3085
||||||012|TAOK|1467
||||||013|EMPACI|1594
||||||014|MANGAT BARU|980
||||||015|EMPARU BARU|1759
||||||016|MENAUNG BARU|943
||||||017|UMIN JAYA|729
||||||018|MEREMPIT BARU|452
||||||019|DEDAI KANAN|1765
||||||020|SUNGAI TAPANG|492
||||160|KAYAN HILIR|001|NATAI TEBEDAK|1452
||||||002|JAMBU|1197
||||||003|NANGA MAU|2070
||||||004|MENTUNAI|1172
||||||005|TUGUK|1147
||||||006|NYANGKOM|679
||||||007|NANGA TIKAN|800
||||||008|KERAPA SEPAN|1260
||||||009|PELAIK|839
||||||010|TERTUNG MAU|717
||||||011|P A K A K|1268
||||||012|MELINGKAT|1112
||||||013|SUNGAI BUAYA|1360
||||||014|SUNGAI SINTANG|842
||||||015|SUNGAI GARONG|659
||||||016|PAOH DESA|713
||||||017|JAYA SAKTI|824
||||||018|MEKAR MANDIRI|935
||||||019|LANDAU BERINGIN|735
||||||020|KARYA BARU|396
||||||021|BUKIT SEGALOH|867
||||||022|ENGKERANGAN|1090
||||||023|LALANG INGGAR|644
||||||024|LINGGAM PERMAI|603
||||||025|SUNGAI MENUANG|695
||||||026|NATAI LESUNG|347
||||170|KELAM PERMAI|001|KEBONG|2105
||||||002|MERPAK|1428
||||||003|NANGA LEBANG|1128
||||||004|SUNGAI MARAM|1417
||||||005|ENSAID PANJANG|522
||||||006|BANING PANJANG|1375
||||||007|PELIMPING|991
||||||008|SEPAN LEBANG|599
||||||009|SUNGAI PUKAT|583
||||||010|BENGKUANG|875
||||||011|GEMBA RAYA|922
||||||012|KARYA JAYA BHAKTI|892
||||||013|MANDIRI JAYA|1028
||||||014|LANDAU KODAM|394
||||||015|SUNGAI LABI|484
||||||016|SUNGAI LAIS|533
||||180|BINJAI HULU|001|TELAGA SATU|1291
||||||002|TELAGA DUA|1142
||||||003|BINJAI HILIR|1130
||||||004|DAK JAYA|1984
||||||005|AMPAR BEDANG|1039
||||||006|MENSIKU|1031
||||||007|BINJAI HULU|1544
||||||008|SUNGAI RISAP|726
||||||009|EMPAKA KABIAU RAYA|471
||||||010|SUNGAI RISAP MENSIKU BERSATU|466
||||||011|SIMBA JAYA|508
||||190|KETUNGAU HILIR|001|SEMUNTAI|1560
||||||002|NANGA SEJIRAK|1251
||||||003|SETUNGKUP|1199
||||||004|NANGA KETUNGAU|1659
||||||005|KENUAK|1594
||||||006|SUNGAI DERAS|915
||||||007|NANGA MERKAK|1948
||||||008|SUNGAI MALI|1339
||||||009|AIR NYURUK|1270
||||||010|SEMAJAU MEKAR|1170
||||||011|BAUNG SENGATAP|1370
||||||012|TANJUNG BAUNG|640
||||||013|SENIBUNG|480
||||||014|BELUH MULYO|1587
||||||015|BATU AMPAR|683
||||||016|BUKIT SIDIN PERMAI|1147
||||||017|BETUNG PERMAI|755
||||200|KETUNGAU TENGAH|001|BAGELANG JAYA|1511
||||||002|SUMBER SARI|1760
||||||003|PANGGI AGUNG|1641
||||||004|KERTA SARI|828
||||||005|ARGOMULYO|1182
||||||006|TIRTA KARYA|1018
||||||007|PANDING JAYA|1734
||||||008|TANJUNG SARI|1655
||||||009|WIRAYUDA|2564
||||||010|SWADAYA|923
||||||011|MARGAHAYU|1153
||||||012|GUT JAYA BAKTI|2049
||||||013|WANA BAKTI|1413
||||||014|LANDAU BUAYA|631
||||||015|KAYA DUJUNG|1748
||||||016|SENANGAN KECIL|985
||||||017|SUNGAI AREH|907
||||||018|MUNGGUK GELOMBANG|1274
||||||019|MUNGGUK LAWANG|853
||||||020|NANGA KELAPAN|1592
||||210|KETUNGAU HULU|001|SUNGAI SERIA|1432
||||||002|SEPILUK|1123
||||||003|SEBADAK|1524
||||||004|EMPURA|1375
||||||005|SUAK MEDANG|1025
||||||006|NANGA BAYAN|1522
||||||007|JASA|891
||||||008|SENANING|1473
||||||009|RASAU|1419
||||||010|SUNGAI BUGAU|854
||||||011|NANGA BUGAU|1034
||||||012|EMPUNAK TAPANG KELADAN|1013
||||||013|SEBETUNG PALUK|707
||||||014|MUAKAN PETINGGI|1161
||||||015|NANGA SEBAWANG|808
||||||016|SEKAIH|600
||||||017|BEKUAN LUYANG|1201
||||||018|SUNGAI PISAU|541
||08|KAPUAS HULU|010|SILAT HILIR|001|BONGKONG|1950
||||||002|NANGA NUAR|1178
||||||003|SETUNGGUL|879
||||||004|SUNGAI SENA|1517
||||||005|MIAU MERAH|2401
||||||006|PANGERAN|1327
||||||007|BARU|1467
||||||008|PERIGI|1703
||||||009|PENAI|2070
||||||010|SEBERU|1310
||||||011|SENTABAI|1185
||||020|SILAT HULU|001|NANGA NGERI|1378
||||||002|LANDAU BADAI|703
||||||003|NANGA LUNGU|928
||||||004|NANGA LUAN|898
||||||005|BELIMBING|854
||||||006|NANGA DANGKAN I|1305
||||||007|RIAM TAPANG|934
||||||008|NANGA DANGKAN II|1272
||||||009|LEBAK NAJAH|984
||||||010|PEREJUK|860
||||||011|LANDAU RANTAU|619
||||030|HULU GURUNG|001|PARANG|1485
||||||002|LUBUK ANTUK|1727
||||||003|NANGA TEPUAI|1590
||||||004|LANDAU KUMPANG|1572
||||||005|NANGA YEN|1319
||||||006|KELAKAR|1248
||||||007|BUGANG|1438
||||||008|MENTAWIT|1051
||||||009|TANI MAKMUR|909
||||040|BUNUT HULU|001|NANGA DUA|1026
||||||002|SELAUP|893
||||||003|NANGA SEMANGUT|3751
||||||004|TEMUYUK|2155
||||||005|NANGA SURUK|2322
||||||006|RIAM PIYANG|2006
||||||007|NANGA PAYANG|736
||||050|MENTEBAH|001|TANJUNG|850
||||||002|KEPALA GURUNG|1045
||||||003|SUKA MAJU|1787
||||||004|TEKALONG|2093
||||||005|NANGA MENTEBAH|3130
||||060|BIKA|001|NANGA MANDAY|386
||||||004|JELEMUK|468
||||||005|BIKA|746
||||||006|TELUK SINDUR|758
||||||008|PENYELUANG|448
||||||011|JONGKONG MANDAY|234
||||||012|MELAPI MANDAY|302
||||||013|BIKA HULU|886
||||070|KALIS|001|NANGA RAUN|1215
||||||002|BAHENAP|615
||||||003|NANGA LEBANGAN|1015
||||||004|NANGA SEBINTANG|1297
||||||005|NANGA KALIS|2140
||||||006|NANGA DANAU|438
||||||007|NANGA TUBUK|1061
||||||008|RANTAU KALIS|502
||||||009|KENSURAY|534
||||||010|KALIS RAYA|1771
||||||011|TEKUDAK|1176
||||080|PUTUSSIBAU SELATAN|001|SUNGAI ULUK|1143
||||||002|JARAS|582
||||||003|KEDAMIN HILIR|3659
||||||004|KEDAMIN HULU|4912
||||||005|MELAPI|941
||||||014|TANJUNG JATI|623
||||||015|KEDAMIN DARAT|978
||||081|HULU KAPUAS|001|INGKO' TAMBE|666
||||||002|SAYUT/SIYUT|1077
||||||003|SUKA MAJU|989
||||||004|CEMPAKA BARU|595
||||||005|BERINGIN JAYA|504
||||||006|BUNGAN JAYA|671
||||||007|TANJUNG LOKANG|456
||||||008|URANG UNSA|355
||||||009|KEREHO|567
||||090|EMBALOH HILIR|001|NANGA EMBALOH|1194
||||||002|KELILING SEMULUNG|655
||||||006|LAWIK|411
||||||007|NANGA LAUK|617
||||||008|NANGA PALIN|927
||||||009|KIRIN NANGKA|426
||||||010|PALA PINTAS|290
||||||011|UJUNG BAYUR|306
||||||012|BELATUNG|543
||||100|BUNUT HILIR|002|NANGA TUAN|1664
||||||003|BUNUT HULU|1121
||||||004|BUNUT HILIR|731
||||||005|TELUK AUR|1014
||||||006|UJUNG PANDANG|1035
||||||007|EMPANGAU|1658
||||||008|TEMBANG|611
||||||009|BUNUT TENGAH|600
||||110|BOYAN TANJUNG|001|SRI WANGI|1347
||||||002|NANGA SANGAN|1141
||||||003|RIAM MENGELAI|1751
||||||004|BOYAN TANJUNG|849
||||||005|NANGA DANAU|1501
||||||006|NANGA BOYAN|1719
||||||007|NANGA BETUNG|588
||||||008|MUJAN|1387
||||120|PENGKADAN|001|PERMATA|498
||||||002|MARTA DANA|1667
||||||003|RIAM PANJANG|1058
||||||004|BUAK LIMBANG|1218
||||||005|MAWAN|1011
||||||006|KERANGAN PANJANG|1132
||||||007|HULU PENGKADAN|694
||||||008|PINANG LAKA|681
||||130|JONGKONG|001|TEMENANG|1134
||||||002|JONGKONG KANAN|1234
||||||003|JONGKONG PASAR|1368
||||||004|JONGKONG KIRI HILIR|1551
||||||005|JONGKONG KIRI HULU|1719
||||||006|UJUNG SAID|1220
||||||007|UJUNG JAMBU|821
||||||008|BONTAI|860
||||140|SELIMBAU|001|BENUIS|464
||||||002|GERAYAU|701
||||||003|ENGKERENGAS|587
||||||004|PIASAK|1564
||||||005|NIBUNG|864
||||||006|DALAM|1701
||||||007|GUDANG HULU|2130
||||||008|GUDANG HILIR|1693
||||||011|JONGKONG HULU|414
||||141|DANAU SENTARUM|001|SEKULAT|1191
||||||002|NANGA LEBOYAN|776
||||||003|VEGA|701
||||||004|MAWAN|582
||||||005|SEMALAH|618
||||150|SUHAID|002|KERENGAS|689
||||||003|MENSUSAI|689
||||||004|MANTAN|520
||||||005|NANGA SUHAID|2180
||||||006|MADANG PERMAI|1339
||||||007|TANJUNG|1563
||||||008|LAUT TAWANG|1132
||||160|SEBERUANG|001|RANYAI|1064
||||||002|SEJIRAM|1821
||||||003|BELUIS HARUM|543
||||||004|GURUNG|692
||||||005|BATI|662
||||||006|SENEBAN|1498
||||||007|BELIKAI|747
||||||008|PALA KOTA|1019
||||||009|EMPERIANG|648
||||||010|NANGA LOT|969
||||||011|TANJUNG KELILING|651
